Label: Vasto lateral direito: EMG 1->Scale->Math->Filter Sampling frequency: 1,925926e+003 Number of points: 58682 X start: 0,000000e+000 Unit: Volts Domain Unit: s
X [s]	Vasto lateral direito: EMG 1->Scale->Math->Filter [Volts]
7,700192e+000	5,317396e-006
7,700712e+000	5,283283e-006
7,701231e+000	5,253022e-006
7,701750e+000	5,225863e-006
7,702269e+000	5,201538e-006
7,702788e+000	5,179820e-006
7,703308e+000	5,159573e-006
7,703827e+000	5,139449e-006
7,704346e+000	5,119727e-006
7,704865e+000	5,101924e-006
7,705385e+000	5,086780e-006
7,705904e+000	5,073602e-006
7,706423e+000	5,061013e-006
7,706942e+000	5,048264e-006
7,707462e+000	5,035653e-006
7,707981e+000	5,023967e-006
7,708500e+000	5,013423e-006
7,709019e+000	5,003163e-006
7,709538e+000	4,992557e-006
7,710058e+000	4,981396e-006
7,710577e+000	4,969665e-006
7,711096e+000	4,958219e-006
7,711615e+000	4,947678e-006
7,712135e+000	4,937269e-006
7,712654e+000	4,926143e-006
7,713173e+000	4,914980e-006
7,713692e+000	4,904908e-006
7,714212e+000	4,895868e-006
7,714731e+000	4,887131e-006
7,715250e+000	4,878050e-006
7,715769e+000	4,868191e-006
7,716288e+000	4,857818e-006
7,716808e+000	4,848007e-006
7,717327e+000	4,839915e-006
7,717846e+000	4,833995e-006
7,718365e+000	4,829725e-006
7,718885e+000	4,826165e-006
7,719404e+000	4,822736e-006
7,719923e+000	4,818956e-006
7,720442e+000	4,814243e-006
7,720962e+000	4,808351e-006
7,721481e+000	4,801124e-006
7,722000e+000	4,792391e-006
7,722519e+000	4,782166e-006
7,723038e+000	4,770749e-006
7,723558e+000	4,758642e-006
7,724077e+000	4,746124e-006
7,724596e+000	4,733115e-006
7,725115e+000	4,719329e-006
7,725635e+000	4,704521e-006
7,726154e+000	4,688691e-006
7,726673e+000	4,672179e-006
7,727192e+000	4,655456e-006
7,727712e+000	4,638664e-006
7,728231e+000	4,621395e-006
7,728750e+000	4,603427e-006
7,729269e+000	4,585219e-006
7,729788e+000	4,566960e-006
7,730308e+000	4,548211e-006
7,730827e+000	4,528783e-006
7,731346e+000	4,508943e-006
7,731865e+000	4,489174e-006
7,732385e+000	4,470379e-006
7,732904e+000	4,453258e-006
7,733423e+000	4,437693e-006
7,733942e+000	4,423566e-006
7,734462e+000	4,411213e-006
7,734981e+000	4,400829e-006
7,735500e+000	4,391965e-006
7,736019e+000	4,383621e-006
7,736538e+000	4,375194e-006
7,737058e+000	4,367089e-006
7,737577e+000	4,359909e-006
7,738096e+000	4,353585e-006
7,738615e+000	4,347453e-006
7,739135e+000	4,340967e-006
7,739654e+000	4,334475e-006
7,740173e+000	4,328572e-006
7,740692e+000	4,322829e-006
7,741212e+000	4,316297e-006
7,741731e+000	4,308553e-006
7,742250e+000	4,299632e-006
7,742769e+000	4,289858e-006
7,743288e+000	4,279883e-006
7,743808e+000	4,270437e-006
7,744327e+000	4,262310e-006
7,744846e+000	4,256334e-006
7,745365e+000	4,252644e-006
7,745885e+000	4,250587e-006
7,746404e+000	4,249831e-006
7,746923e+000	4,250693e-006
7,747442e+000	4,253737e-006
7,747962e+000	4,259511e-006
7,748481e+000	4,267698e-006
7,749000e+000	4,276964e-006
7,749519e+000	4,286138e-006
7,750038e+000	4,294852e-006
7,750558e+000	4,303386e-006
7,751077e+000	4,312159e-006
7,751596e+000	4,321225e-006
7,752115e+000	4,330509e-006
7,752635e+000	4,340242e-006
7,753154e+000	4,350711e-006
7,753673e+000	4,361716e-006
7,754192e+000	4,372823e-006
7,754712e+000	4,383800e-006
7,755231e+000	4,394407e-006
7,755750e+000	4,404232e-006
7,756269e+000	4,412973e-006
7,756788e+000	4,420946e-006
7,757308e+000	4,429064e-006
7,757827e+000	4,438313e-006
7,758346e+000	4,449317e-006
7,758865e+000	4,462375e-006
7,759385e+000	4,478163e-006
7,759904e+000	4,497578e-006
7,760423e+000	4,520753e-006
7,760942e+000	4,546985e-006
7,761462e+000	4,575459e-006
7,761981e+000	4,605447e-006
7,762500e+000	4,635663e-006
7,763019e+000	4,664647e-006
7,763538e+000	4,691686e-006
7,764058e+000	4,716693e-006
7,764577e+000	4,739764e-006
7,765096e+000	4,761167e-006
7,765615e+000	4,781579e-006
7,766135e+000	4,801582e-006
7,766654e+000	4,821529e-006
7,767173e+000	4,842009e-006
7,767692e+000	4,863624e-006
7,768212e+000	4,886495e-006
7,768731e+000	4,910001e-006
7,769250e+000	4,932981e-006
7,769769e+000	4,954317e-006
7,770288e+000	4,973567e-006
7,770808e+000	4,990909e-006
7,771327e+000	5,006419e-006
7,771846e+000	5,020063e-006
7,772365e+000	5,032061e-006
7,772885e+000	5,042583e-006
7,773404e+000	5,051776e-006
7,773923e+000	5,060043e-006
7,774442e+000	5,067566e-006
7,774962e+000	5,073960e-006
7,775481e+000	5,078856e-006
7,776000e+000	5,082243e-006
7,776519e+000	5,084353e-006
7,777038e+000	5,085365e-006
7,777558e+000	5,085053e-006
7,778077e+000	5,083228e-006
7,778596e+000	5,080220e-006
7,779115e+000	5,076544e-006
7,779635e+000	5,072266e-006
7,780154e+000	5,067006e-006
7,780673e+000	5,060951e-006
7,781192e+000	5,055343e-006
7,781712e+000	5,050958e-006
7,782231e+000	5,046849e-006
7,782750e+000	5,041858e-006
7,783269e+000	5,035978e-006
7,783788e+000	5,029430e-006
7,784308e+000	5,021976e-006
7,784827e+000	5,013356e-006
7,785346e+000	5,003558e-006
7,785865e+000	4,992568e-006
7,786385e+000	4,980440e-006
7,786904e+000	4,967563e-006
7,787423e+000	4,954072e-006
7,787942e+000	4,939766e-006
7,788462e+000	4,924576e-006
7,788981e+000	4,908757e-006
7,789500e+000	4,893261e-006
7,790019e+000	4,878677e-006
7,790538e+000	4,864377e-006
7,791058e+000	4,849462e-006
7,791577e+000	4,833603e-006
7,792096e+000	4,816910e-006
7,792615e+000	4,799717e-006
7,793135e+000	4,782846e-006
7,793654e+000	4,766886e-006
7,794173e+000	4,751963e-006
7,794692e+000	4,738134e-006
7,795212e+000	4,725086e-006
7,795731e+000	4,712419e-006
7,796250e+000	4,700287e-006
7,796769e+000	4,689369e-006
7,797288e+000	4,680035e-006
7,797808e+000	4,672119e-006
7,798327e+000	4,665585e-006
7,798846e+000	4,660429e-006
7,799365e+000	4,655847e-006
7,799885e+000	4,651007e-006
7,800404e+000	4,646064e-006
7,800923e+000	4,640878e-006
7,801442e+000	4,634960e-006
7,801962e+000	4,628284e-006
7,802481e+000	4,620763e-006
7,803000e+000	4,612662e-006
7,803519e+000	4,605121e-006
7,804038e+000	4,599121e-006
7,804558e+000	4,594397e-006
7,805077e+000	4,589892e-006
7,805596e+000	4,585217e-006
7,806115e+000	4,581036e-006
7,806635e+000	4,577847e-006
7,807154e+000	4,575258e-006
7,807673e+000	4,572389e-006
7,808192e+000	4,568654e-006
7,808712e+000	4,564208e-006
7,809231e+000	4,559119e-006
7,809750e+000	4,553439e-006
7,810269e+000	4,548084e-006
7,810788e+000	4,543718e-006
7,811308e+000	4,539933e-006
7,811827e+000	4,535801e-006
7,812346e+000	4,530548e-006
7,812865e+000	4,524575e-006
7,813385e+000	4,519202e-006
7,813904e+000	4,514718e-006
7,814423e+000	4,509979e-006
7,814942e+000	4,504066e-006
7,815462e+000	4,497173e-006
7,815981e+000	4,489970e-006
7,816500e+000	4,482676e-006
7,817019e+000	4,474912e-006
7,817538e+000	4,466278e-006
7,818058e+000	4,456864e-006
7,818577e+000	4,447545e-006
7,819096e+000	4,439362e-006
7,819615e+000	4,432239e-006
7,820135e+000	4,425174e-006
7,820654e+000	4,417622e-006
7,821173e+000	4,409904e-006
7,821692e+000	4,402235e-006
7,822212e+000	4,394234e-006
7,822731e+000	4,385495e-006
7,823250e+000	4,376122e-006
7,823769e+000	4,367001e-006
7,824288e+000	4,359058e-006
7,824808e+000	4,351974e-006
7,825327e+000	4,344817e-006
7,825846e+000	4,337366e-006
7,826365e+000	4,329600e-006
7,826885e+000	4,321740e-006
7,827404e+000	4,314608e-006
7,827923e+000	4,308025e-006
7,828442e+000	4,301212e-006
7,828962e+000	4,294224e-006
7,829481e+000	4,287086e-006
7,830000e+000	4,279532e-006
7,830519e+000	4,271527e-006
7,831038e+000	4,263216e-006
7,831558e+000	4,254802e-006
7,832077e+000	4,246403e-006
7,832596e+000	4,237942e-006
7,833115e+000	4,229088e-006
7,833635e+000	4,219822e-006
7,834154e+000	4,210672e-006
7,834673e+000	4,201734e-006
7,835192e+000	4,192477e-006
7,835712e+000	4,182433e-006
7,836231e+000	4,171563e-006
7,836750e+000	4,160279e-006
7,837269e+000	4,149091e-006
7,837788e+000	4,137891e-006
7,838308e+000	4,126105e-006
7,838827e+000	4,113498e-006
7,839346e+000	4,100033e-006
7,839865e+000	4,085595e-006
7,840385e+000	4,070262e-006
7,840904e+000	4,054307e-006
7,841423e+000	4,037784e-006
7,841942e+000	4,020634e-006
7,842462e+000	4,003299e-006
7,842981e+000	3,986268e-006
7,843500e+000	3,969174e-006
7,844019e+000	3,951414e-006
7,844538e+000	3,932791e-006
7,845058e+000	3,913333e-006
7,845577e+000	3,893136e-006
7,846096e+000	3,872580e-006
7,846615e+000	3,852291e-006
7,847135e+000	3,832462e-006
7,847654e+000	3,812974e-006
7,848173e+000	3,793715e-006
7,848692e+000	3,774670e-006
7,849212e+000	3,756143e-006
7,849731e+000	3,738272e-006
7,850250e+000	3,720822e-006
7,850769e+000	3,703852e-006
7,851288e+000	3,687739e-006
7,851808e+000	3,672786e-006
7,852327e+000	3,659065e-006
7,852846e+000	3,645952e-006
7,853365e+000	3,632877e-006
7,853885e+000	3,620164e-006
7,854404e+000	3,607903e-006
7,854923e+000	3,596215e-006
7,855442e+000	3,586177e-006
7,855962e+000	3,579015e-006
7,856481e+000	3,575565e-006
7,857000e+000	3,576432e-006
7,857519e+000	3,581850e-006
7,858038e+000	3,591100e-006
7,858558e+000	3,602712e-006
7,859077e+000	3,615881e-006
7,859596e+000	3,630800e-006
7,860115e+000	3,647223e-006
7,860635e+000	3,664061e-006
7,861154e+000	3,680705e-006
7,861673e+000	3,697473e-006
7,862192e+000	3,714837e-006
7,862712e+000	3,733110e-006
7,863231e+000	3,752404e-006
7,863750e+000	3,772188e-006
7,864269e+000	3,791463e-006
7,864788e+000	3,809709e-006
7,865308e+000	3,827010e-006
7,865827e+000	3,843497e-006
7,866346e+000	3,859218e-006
7,866865e+000	3,874045e-006
7,867385e+000	3,887628e-006
7,867904e+000	3,899675e-006
7,868423e+000	3,910256e-006
7,868942e+000	3,919678e-006
7,869462e+000	3,927987e-006
7,869981e+000	3,935770e-006
7,870500e+000	3,944736e-006
7,871019e+000	3,955842e-006
7,871538e+000	3,968177e-006
7,872058e+000	3,980134e-006
7,872577e+000	3,990884e-006
7,873096e+000	4,000698e-006
7,873615e+000	4,010029e-006
7,874135e+000	4,018999e-006
7,874654e+000	4,027728e-006
7,875173e+000	4,036345e-006
7,875692e+000	4,044531e-006
7,876212e+000	4,051734e-006
7,876731e+000	4,057898e-006
7,877250e+000	4,063546e-006
7,877769e+000	4,069265e-006
7,878288e+000	4,075260e-006
7,878808e+000	4,081346e-006
7,879327e+000	4,087020e-006
7,879846e+000	4,091699e-006
7,880365e+000	4,095057e-006
7,880885e+000	4,097176e-006
7,881404e+000	4,098569e-006
7,881923e+000	4,099625e-006
7,882442e+000	4,100128e-006
7,882962e+000	4,099660e-006
7,883481e+000	4,098089e-006
7,884000e+000	4,095652e-006
7,884519e+000	4,093015e-006
7,885038e+000	4,091113e-006
7,885558e+000	4,090296e-006
7,886077e+000	4,090166e-006
7,886596e+000	4,090688e-006
7,887115e+000	4,092389e-006
7,887635e+000	4,095284e-006
7,888154e+000	4,098393e-006
7,888673e+000	4,100863e-006
7,889192e+000	4,103028e-006
7,889712e+000	4,105442e-006
7,890231e+000	4,107775e-006
7,890750e+000	4,109630e-006
7,891269e+000	4,111163e-006
7,891788e+000	4,112589e-006
7,892308e+000	4,113928e-006
7,892827e+000	4,115117e-006
7,893346e+000	4,116224e-006
7,893865e+000	4,117411e-006
7,894385e+000	4,119124e-006
7,894904e+000	4,122133e-006
7,895423e+000	4,126128e-006
7,895942e+000	4,130169e-006
7,896462e+000	4,134428e-006
7,896981e+000	4,139155e-006
7,897500e+000	4,144175e-006
7,898019e+000	4,149205e-006
7,898538e+000	4,153571e-006
7,899058e+000	4,156745e-006
7,899577e+000	4,158709e-006
7,900096e+000	4,159625e-006
7,900615e+000	4,159568e-006
7,901135e+000	4,158662e-006
7,901654e+000	4,156978e-006
7,902173e+000	4,154521e-006
7,902692e+000	4,151539e-006
7,903212e+000	4,148895e-006
7,903731e+000	4,147446e-006
7,904250e+000	4,146904e-006
7,904769e+000	4,146203e-006
7,905288e+000	4,144514e-006
7,905808e+000	4,142075e-006
7,906327e+000	4,140026e-006
7,906846e+000	4,138647e-006
7,907365e+000	4,137167e-006
7,907885e+000	4,135574e-006
7,908404e+000	4,134383e-006
7,908923e+000	4,133136e-006
7,909442e+000	4,131386e-006
7,909962e+000	4,129965e-006
7,910481e+000	4,129376e-006
7,911000e+000	4,128764e-006
7,911519e+000	4,127393e-006
7,912038e+000	4,125509e-006
7,912558e+000	4,123526e-006
7,913077e+000	4,121754e-006
7,913596e+000	4,120874e-006
7,914115e+000	4,121729e-006
7,914635e+000	4,124703e-006
7,915154e+000	4,129592e-006
7,915673e+000	4,135718e-006
7,916192e+000	4,142164e-006
7,916712e+000	4,148535e-006
7,917231e+000	4,155326e-006
7,917750e+000	4,162748e-006
7,918269e+000	4,169884e-006
7,918788e+000	4,176258e-006
7,919308e+000	4,182689e-006
7,919827e+000	4,189831e-006
7,920346e+000	4,197485e-006
7,920865e+000	4,205266e-006
7,921385e+000	4,213167e-006
7,921904e+000	4,221598e-006
7,922423e+000	4,231407e-006
7,922942e+000	4,243482e-006
7,923462e+000	4,257532e-006
7,923981e+000	4,271943e-006
7,924500e+000	4,285195e-006
7,925019e+000	4,296771e-006
7,925538e+000	4,306807e-006
7,926058e+000	4,315470e-006
7,926577e+000	4,322665e-006
7,927096e+000	4,328351e-006
7,927615e+000	4,332903e-006
7,928135e+000	4,336462e-006
7,928654e+000	4,338701e-006
7,929173e+000	4,339544e-006
7,929692e+000	4,339076e-006
7,930212e+000	4,337270e-006
7,930731e+000	4,334178e-006
7,931250e+000	4,329948e-006
7,931769e+000	4,325079e-006
7,932288e+000	4,320214e-006
7,932808e+000	4,315483e-006
7,933327e+000	4,310851e-006
7,933846e+000	4,306319e-006
7,934365e+000	4,301612e-006
7,934885e+000	4,296338e-006
7,935404e+000	4,290656e-006
7,935923e+000	4,285447e-006
7,936442e+000	4,281194e-006
7,936962e+000	4,277570e-006
7,937481e+000	4,274270e-006
7,938000e+000	4,271400e-006
7,938519e+000	4,268931e-006
7,939038e+000	4,266598e-006
7,939558e+000	4,264655e-006
7,940077e+000	4,263827e-006
7,940596e+000	4,264423e-006
7,941115e+000	4,266337e-006
7,941635e+000	4,269422e-006
7,942154e+000	4,272891e-006
7,942673e+000	4,275468e-006
7,943192e+000	4,277271e-006
7,943712e+000	4,280116e-006
7,944231e+000	4,285125e-006
7,944750e+000	4,291422e-006
7,945269e+000	4,297526e-006
7,945788e+000	4,303153e-006
7,946308e+000	4,309099e-006
7,946827e+000	4,315944e-006
7,947346e+000	4,323310e-006
7,947865e+000	4,330202e-006
7,948385e+000	4,335847e-006
7,948904e+000	4,340035e-006
7,949423e+000	4,343029e-006
7,949942e+000	4,345549e-006
7,950462e+000	4,348473e-006
7,950981e+000	4,351579e-006
7,951500e+000	4,353997e-006
7,952019e+000	4,355552e-006
7,952538e+000	4,356589e-006
7,953058e+000	4,357840e-006
7,953577e+000	4,360101e-006
7,954096e+000	4,364321e-006
7,954615e+000	4,371293e-006
7,955135e+000	4,380427e-006
7,955654e+000	4,390170e-006
7,956173e+000	4,399254e-006
7,956692e+000	4,407612e-006
7,957212e+000	4,417248e-006
7,957731e+000	4,430958e-006
7,958250e+000	4,449570e-006
7,958769e+000	4,471503e-006
7,959288e+000	4,494702e-006
7,959808e+000	4,517940e-006
7,960327e+000	4,540390e-006
7,960846e+000	4,561439e-006
7,961365e+000	4,581856e-006
7,961885e+000	4,605046e-006
7,962404e+000	4,635552e-006
7,962923e+000	4,675294e-006
7,963442e+000	4,722194e-006
7,963962e+000	4,772308e-006
7,964481e+000	4,822758e-006
7,965000e+000	4,872379e-006
7,965519e+000	4,920308e-006
7,966038e+000	4,965695e-006
7,966558e+000	5,008222e-006
7,967077e+000	5,047951e-006
7,967596e+000	5,085361e-006
7,968115e+000	5,121893e-006
7,968635e+000	5,159177e-006
7,969154e+000	5,197512e-006
7,969673e+000	5,235849e-006
7,970192e+000	5,273177e-006
7,970712e+000	5,310089e-006
7,971231e+000	5,347446e-006
7,971750e+000	5,384148e-006
7,972269e+000	5,418534e-006
7,972788e+000	5,450286e-006
7,973308e+000	5,480297e-006
7,973827e+000	5,510092e-006
7,974346e+000	5,541284e-006
7,974865e+000	5,575167e-006
7,975385e+000	5,612570e-006
7,975904e+000	5,653253e-006
7,976423e+000	5,695382e-006
7,976942e+000	5,736883e-006
7,977462e+000	5,777357e-006
7,977981e+000	5,818003e-006
7,978500e+000	5,860369e-006
7,979019e+000	5,904986e-006
7,979538e+000	5,950718e-006
7,980058e+000	5,996252e-006
7,980577e+000	6,041960e-006
7,981096e+000	6,089183e-006
7,981615e+000	6,138068e-006
7,982135e+000	6,187384e-006
7,982654e+000	6,235769e-006
7,983173e+000	6,281999e-006
7,983692e+000	6,325201e-006
7,984212e+000	6,365457e-006
7,984731e+000	6,403587e-006
7,985250e+000	6,440193e-006
7,985769e+000	6,474871e-006
7,986288e+000	6,507085e-006
7,986808e+000	6,537241e-006
7,987327e+000	6,566218e-006
7,987846e+000	6,594661e-006
7,988365e+000	6,623070e-006
7,988885e+000	6,652302e-006
7,989404e+000	6,683362e-006
7,989923e+000	6,716943e-006
7,990442e+000	6,753652e-006
7,990962e+000	6,794077e-006
7,991481e+000	6,837511e-006
7,992000e+000	6,882108e-006
7,992519e+000	6,928444e-006
7,993038e+000	6,979802e-006
7,993558e+000	7,037979e-006
7,994077e+000	7,101727e-006
7,994596e+000	7,168146e-006
7,995115e+000	7,234639e-006
7,995635e+000	7,300619e-006
7,996154e+000	7,367709e-006
7,996673e+000	7,437806e-006
7,997192e+000	7,510243e-006
7,997712e+000	7,581867e-006
7,998231e+000	7,650096e-006
7,998750e+000	7,714260e-006
7,999269e+000	7,774573e-006
7,999788e+000	7,832384e-006
8,000308e+000	7,892015e-006
8,000827e+000	7,959657e-006
8,001346e+000	8,038445e-006
8,001865e+000	8,126379e-006
8,002385e+000	8,221767e-006
8,002904e+000	8,329334e-006
8,003423e+000	8,457789e-006
8,003942e+000	8,612039e-006
8,004462e+000	8,789607e-006
8,004981e+000	8,984216e-006
8,005500e+000	9,191163e-006
8,006019e+000	9,407165e-006
8,006538e+000	9,625856e-006
8,007058e+000	9,843394e-006
8,007577e+000	1,006530e-005
8,008096e+000	1,029814e-005
8,008615e+000	1,054607e-005
8,009135e+000	1,081580e-005
8,009654e+000	1,111482e-005
8,010173e+000	1,144649e-005
8,010692e+000	1,180974e-005
8,011212e+000	1,220183e-005
8,011731e+000	1,261837e-005
8,012250e+000	1,305240e-005
8,012769e+000	1,349792e-005
8,013288e+000	1,395427e-005
8,013808e+000	1,442440e-005
8,014327e+000	1,490992e-005
8,014846e+000	1,541008e-005
8,015365e+000	1,592431e-005
8,015885e+000	1,645150e-005
8,016404e+000	1,698655e-005
8,016923e+000	1,752084e-005
8,017442e+000	1,804663e-005
8,017962e+000	1,855960e-005
8,018481e+000	1,905905e-005
8,019000e+000	1,954579e-005
8,019519e+000	2,001824e-005
8,020038e+000	2,047504e-005
8,020558e+000	2,092143e-005
8,021077e+000	2,136488e-005
8,021596e+000	2,180832e-005
8,022115e+000	2,225143e-005
8,022635e+000	2,269426e-005
8,023154e+000	2,313777e-005
8,023673e+000	2,358223e-005
8,024192e+000	2,402639e-005
8,024712e+000	2,446710e-005
8,025231e+000	2,489978e-005
8,025750e+000	2,532167e-005
8,026269e+000	2,573425e-005
8,026788e+000	2,613927e-005
8,027308e+000	2,653371e-005
8,027827e+000	2,691215e-005
8,028346e+000	2,727285e-005
8,028865e+000	2,761807e-005
8,029385e+000	2,794907e-005
8,029904e+000	2,826428e-005
8,030423e+000	2,856447e-005
8,030942e+000	2,885760e-005
8,031462e+000	2,915463e-005
8,031981e+000	2,946035e-005
8,032500e+000	2,977096e-005
8,033019e+000	3,008170e-005
8,033538e+000	3,039365e-005
8,034058e+000	3,071341e-005
8,034577e+000	3,105058e-005
8,035096e+000	3,141405e-005
8,035615e+000	3,180608e-005
8,036135e+000	3,222184e-005
8,036654e+000	3,265530e-005
8,037173e+000	3,309975e-005
8,037692e+000	3,354287e-005
8,038212e+000	3,397342e-005
8,038731e+000	3,439431e-005
8,039250e+000	3,481934e-005
8,039769e+000	3,526121e-005
8,040288e+000	3,572625e-005
8,040808e+000	3,621543e-005
8,041327e+000	3,672610e-005
8,041846e+000	3,725107e-005
8,042365e+000	3,777804e-005
8,042885e+000	3,829312e-005
8,043404e+000	3,878639e-005
8,043923e+000	3,925359e-005
8,044442e+000	3,969423e-005
8,044962e+000	4,010956e-005
8,045481e+000	4,050032e-005
8,046000e+000	4,086619e-005
8,046519e+000	4,120861e-005
8,047038e+000	4,153141e-005
8,047558e+000	4,183711e-005
8,048077e+000	4,212460e-005
8,048596e+000	4,239180e-005
8,049115e+000	4,263878e-005
8,049635e+000	4,286679e-005
8,050154e+000	4,307599e-005
8,050673e+000	4,326575e-005
8,051192e+000	4,343625e-005
8,051712e+000	4,358926e-005
8,052231e+000	4,372699e-005
8,052750e+000	4,385095e-005
8,053269e+000	4,396241e-005
8,053788e+000	4,406305e-005
8,054308e+000	4,415400e-005
8,054827e+000	4,423526e-005
8,055346e+000	4,430734e-005
